Flight Information:
Launch Date:            	     	                        	Saturday, 13 November 2021	     	                   	           	Launch Time: 	       	            	17:35:41  	       	     	End of Ascent:	     	         	01:22:17
Station name:           	     	                        	ECLIPSE 2020              	     	                   	           	Serialnumber:	       	            	20027744
Ground values:
Pressure:               	     	                        	969.0 hPa                 	     	                   	           	Temperature: 	       	            	4.0 °C    	       	     	Humidity:     	     	         	83 %
Wind Direction:         	     	                        	0 °                       	     	                   	           	Wind Speed:  	       	            	0 m/s     	       	     	Cloud group:  	     	         	9////
Position:
Longitude:              	     	                        	-119.285 °                	     	                   	           	Latitude:    	       	            	47.612 °  	       	     	Altitude:     	     	         	486 m
Staff:
Company:                	     	                        	
Operator:               	     	                        	                          	     	                   	           	
Events:
Highest Point:          	     	                        	33.3 hPa                  	     	                   	           	23192 m
Tropopauses:            	     	                        	1.: 191.7 hPa             	     	                   	           	             	       	            	
Max Winds:              	     	                        	1.: 210.5 hPa             	     	                   	           	             	       	            	
Remarks:

Profile Data:
Time                    	P    	T                       	Hu                        	Ws   	Wd                 	Long.      	Lat.         	Alt    	Geopot      	MRI       	RI     	Dewp.	Virt. Temp    	Rs   	Elevation	Azimuth 	Range  	D
[sec]                   	[hPa]	[°C]                    	[%]                       	[m/s]	[°]                	[°]        	[°]          	[m]    	[m]         	          	       	[°C] 	[°C]          	[m/s]	[°]      	[°]     	[m]    	[kg/m3]
1346                    	968.8	5.2                     	87                        	0.0  	005                	-119.284126	47.611651    	487    	487         	350.750   	274.275	3.3  	6.1           	0.0  	1.4      	126     	77     	1.212642
1347                    	968.8	5.2                     	87                        	0.0  	003                	-119.284125	47.611652    	487    	487         	350.747   	274.273	3.3  	6.1           	0.0  	1.4      	126     	77     	1.212633
1348                    	968.8	5.2                     	87                        	0.0  	002                	-119.284125	47.611652    	487    	487         	350.761   	274.270	3.3  	6.1           	0.0  	1.5      	126     	77     	1.212623
1349                    	968.8	5.2                     	87                        	0.0  	001                	-119.284124	47.611652    	487    	487         	350.758   	274.268	3.3  	6.1           	0.0  	1.5      	126     	77     	1.212614
1350                    	968.8	5.2                     	87                        	0.0  	360                	-119.284124	47.611653    	487    	487         	350.765   	274.275	3.3  	6.1           	0.0  	1.5      	126     	77     	1.212637
1351                    	968.8	5.2                     	87                        	0.0  	356                	-119.284123	47.611653    	487    	487         	350.773   	274.282	3.3  	6.1           	0.0  	1.5      	126     	77     	1.212661
1352                    	968.8	5.2                     	87                        	0.0  	352                	-119.284123	47.611653    	487    	487         	350.796   	274.290	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212684
1353                    	968.8	5.2                     	88                        	0.0  	346                	-119.284122	47.611654    	487    	487         	350.803   	274.297	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212708
1354                    	968.8	5.2                     	88                        	0.1  	337                	-119.284122	47.611654    	487    	487         	350.811   	274.305	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212731
1355                    	968.8	5.2                     	88                        	0.1  	324                	-119.284121	47.611654    	487    	487         	350.818   	274.312	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212755
1356                    	968.8	5.2                     	88                        	0.1  	306                	-119.284121	47.611655    	487    	487         	350.842   	274.320	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212778
1357                    	968.8	5.2                     	88                        	0.1  	285                	-119.284120	47.611655    	487    	488         	350.849   	274.327	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212802
1358                    	968.8	5.2                     	88                        	0.1  	265                	-119.284120	47.611655    	487    	488         	350.857   	274.335	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212825
1359                    	968.8	5.2                     	88                        	0.1  	250                	-119.284119	47.611656    	487    	488         	350.864   	274.342	3.3  	6.0           	0.0  	1.6      	126     	77     	1.212849
1360                    	968.8	5.2                     	88                        	0.1  	240                	-119.284118	47.611656    	488    	488         	350.888   	274.350	3.3  	6.0           	0.0  	1.7      	126     	77     	1.212872
1361                    	968.8	5.2                     	88                        	0.1  	233                	-119.284118	47.611656    	488    	488         	350.895   	274.358	3.3  	6.0           	0.0  	1.7      	126     	77     	1.212896
1362                    	968.8	5.1                     	88                        	0.1  	228                	-119.284117	47.611657    	488    	488         	350.903   	274.365	3.3  	6.0           	0.0  	1.7      	126     	77     	1.212919
1363                    	968.8	5.1                     	88                        	0.1  	224                	-119.284117	47.611657    	488    	488         	350.906   	274.368	3.3  	6.0           	0.0  	1.7      	126     	77     	1.212923
1364                    	968.7	5.1                     	88                        	0.1  	221                	-119.284116	47.611657    	488    	488         	350.923   	274.370	3.3  	6.0           	0.0  	1.8      	126     	77     	1.212917
1365                    	968.7	5.1                     	88                        	0.1  	219                	-119.284116	47.611658    	488    	488         	350.924   	274.371	3.3  	6.0           	0.1  	1.8      	126     	77     	1.212912
1366                    	968.7	5.1                     	88                        	0.1  	217                	-119.284115	47.611658    	488    	488         	350.941   	274.372	3.3  	6.0           	0.1  	1.9      	126     	77     	1.212906
1367                    	968.7	5.1                     	88                        	0.1  	216                	-119.284115	47.611658    	488    	488         	350.958   	274.374	3.3  	6.0           	0.1  	1.9      	126     	77     	1.212900
1368                    	968.7	5.1                     	88                        	0.1  	214                	-119.284114	47.611659    	488    	488         	350.975   	274.375	3.4  	6.0           	0.1  	2.0      	125     	77     	1.212894
1369                    	968.7	5.1                     	88                        	0.1  	213                	-119.284114	47.611659    	488    	488         	350.992   	274.376	3.4  	6.0           	0.1  	2.1      	125     	77     	1.212885
1370                    	968.7	5.1                     	88                        	0.1  	213                	-119.284113	47.611659    	488    	488         	351.008   	274.376	3.4  	6.0           	0.1  	2.2      	125     	77     	1.212875
1371                    	968.7	5.1                     	88                        	0.1  	213                	-119.284113	47.611660    	488    	488         	351.024   	274.376	3.4  	6.0           	0.1  	2.2      	125     	77     	1.212865
1372                    	968.7	5.1                     	88                        	0.1  	214                	-119.284112	47.611660    	488    	488         	351.040   	274.377	3.4  	6.0           	0.1  	2.3      	125     	77     	1.212856
1373                    	968.7	5.1                     	88                        	0.1  	216                	-119.284111	47.611660    	488    	488         	351.056   	274.377	3.4  	6.0           	0.1  	2.4      	125     	77     	1.212846
1374                    	968.7	5.1                     	89                        	0.1  	217                	-119.284111	47.611661    	489    	489         	351.072   	274.378	3.4  	6.0           	0.1  	2.5      	125     	77     	1.212836
1375                    	968.6	5.1                     	89                        	0.1  	218                	-119.284111	47.611661    	489    	489         	351.089   	274.378	3.4  	6.0           	0.1  	2.5      	125     	77     	1.212827
1376                    	968.6	5.1                     	89                        	0.1  	219                	-119.284110	47.611661    	489    	489         	351.104   	274.378	3.4  	6.0           	0.1  	2.6      	125     	77     	1.212817
1377                    	968.6	5.1                     	89                        	0.1  	221                	-119.284110	47.611662    	489    	489         	351.103   	274.377	3.4  	6.0           	0.1  	2.6      	125     	77     	1.212806
1378                    	968.6	5.1                     	89                        	0.1  	222                	-119.284110	47.611662    	489    	489         	351.116   	274.375	3.4  	6.0           	0.1  	2.7      	125     	77     	1.212795
1379                    	968.6	5.1                     	89                        	0.1  	224                	-119.284110	47.611662    	489    	489         	351.130   	274.373	3.4  	6.0           	0.1  	2.8      	125     	77     	1.212784
1380                    	968.6	5.1                     	89                        	0.1  	226                	-119.284109	47.611662    	489    	489         	351.144   	274.371	3.4  	6.0           	0.1  	2.8      	125     	77     	1.212773
1381                    	968.6	5.1                     	89                        	0.1  	228                	-119.284109	47.611662    	489    	489         	351.158   	274.369	3.4  	6.0           	0.1  	2.9      	125     	77     	1.212762
1382                    	968.6	5.1                     	89                        	0.1  	230                	-119.284109	47.611663    	489    	489         	351.172   	274.368	3.4  	6.0           	0.1  	3.0      	125     	77     	1.212751
1383                    	968.6	5.1                     	89                        	0.1  	232                	-119.284109	47.611663    	489    	489         	351.186   	274.366	3.4  	6.0           	0.1  	3.0      	125     	77     	1.212740
1384                    	968.5	5.1                     	89                        	0.1  	234                	-119.284109	47.611663    	489    	489         	351.200   	274.364	3.4  	6.0           	0.1  	3.1      	125     	77     	1.212729
1385                    	968.5	5.1                     	89                        	0.0  	237                	-119.284108	47.611663    	490    	490         	351.214   	274.362	3.4  	6.0           	0.1  	3.2      	125     	77     	1.212718
1386                    	968.5	5.1                     	89                        	0.0  	240                	-119.284108	47.611664    	490    	490         	351.227   	274.360	3.4  	6.0           	0.1  	3.3      	125     	77     	1.212707
1387                    	968.5	5.1                     	89                        	0.0  	243                	-119.284108	47.611664    	490    	490         	351.241   	274.358	3.4  	6.0           	0.1  	3.3      	125     	77     	1.212696
1388                    	968.5	5.1                     	89                        	0.0  	246                	-119.284108	47.611664    	490    	490         	351.255   	274.357	3.4  	6.0           	0.1  	3.4      	125     	77     	1.212685
1389                    	968.5	5.1                     	89                        	0.0  	250                	-119.284108	47.611664    	490    	490         	351.269   	274.355	3.4  	6.0           	0.1  	3.5      	125     	77     	1.212673
1390                    	968.5	5.1                     	89                        	0.0  	254                	-119.284107	47.611664    	490    	490         	351.273   	274.359	3.5  	6.0           	0.1  	3.5      	125     	77     	1.212658
1391                    	968.5	5.1                     	89                        	0.0  	251                	-119.284107	47.611665    	490    	490         	351.293   	274.363	3.5  	6.0           	0.1  	3.6      	125     	77     	1.212642
1392                    	968.5	5.1                     	89                        	0.0  	248                	-119.284107	47.611665    	490    	490         	351.312   	274.367	3.5  	6.0           	0.1  	3.6      	125     	77     	1.212627
1393                    	968.5	5.1                     	89                        	0.0  	245                	-119.284107	47.611665    	490    	490         	351.335   	274.374	3.5  	6.0           	0.1  	3.7      	125     	77     	1.212626
1394                    	968.5	5.1                     	90                        	0.0  	241                	-119.284106	47.611665    	490    	490         	351.358   	274.381	3.6  	6.0           	0.1  	3.8      	125     	77     	1.212625
1395                    	968.5	5.1                     	90                        	0.0  	236                	-119.284106	47.611666    	490    	491         	351.381   	274.388	3.6  	6.0           	0.1  	3.9      	125     	77     	1.212624
1396                    	968.5	5.1                     	90                        	0.0  	232                	-119.284106	47.611666    	490    	490         	351.388   	274.395	3.6  	6.0           	-0.1 	3.9      	125     	77     	1.212623
1397                    	968.5	5.1                     	90                        	0.0  	226                	-119.284106	47.611666    	490    	490         	351.364   	274.402	3.6  	6.0           	-0.1 	3.7      	125     	77     	1.212623
1398                    	968.5	5.1                     	90                        	0.0  	220                	-119.284106	47.611666    	490    	490         	351.355   	274.409	3.7  	6.0           	-0.1 	3.6      	125     	77     	1.212622
1399                    	968.5	5.1                     	90                        	0.0  	214                	-119.284105	47.611667    	490    	490         	351.351   	274.421	3.7  	6.0           	-0.1 	3.6      	125     	77     	1.212639
1400                    	968.5	5.1                     	90                        	0.0  	207                	-119.284105	47.611667    	490    	490         	351.330   	274.432	3.7  	6.0           	-0.1 	3.4      	125     	77     	1.212656
1401                    	968.5	5.1                     	91                        	0.0  	200                	-119.284105	47.611667    	490    	490         	351.326   	274.443	3.7  	6.0           	-0.1 	3.3      	125     	77     	1.212674
1402                    	968.5	5.1                     	91                        	0.0  	194                	-119.284105	47.611667    	490    	490         	351.322   	274.454	3.8  	6.0           	-0.1 	3.3      	125     	77     	1.212692
1403                    	968.5	5.1                     	91                        	0.0  	187                	-119.284105	47.611667    	490    	490         	351.317   	274.465	3.8  	6.0           	-0.1 	3.2      	125     	77     	1.212712
1404                    	968.6	5.1                     	91                        	0.0  	181                	-119.284104	47.611668    	489    	489         	351.296   	274.476	3.8  	6.0           	-0.1 	3.0      	125     	77     	1.212733
1405                    	968.6	5.1                     	91                        	0.0  	175                	-119.284104	47.611668    	489    	489         	351.291   	274.486	3.8  	6.0           	-0.1 	3.0      	125     	77     	1.212754
1406                    	968.6	5.1                     	91                        	0.0  	169                	-119.284104	47.611668    	489    	489         	351.285   	274.497	3.8  	6.0           	-0.1 	2.9      	125     	77     	1.212775
1407                    	968.6	5.1                     	91                        	0.0  	165                	-119.284105	47.611668    	489    	489         	351.265   	274.507	3.8  	6.0           	-0.1 	2.8      	125     	77     	1.212795
1408                    	968.6	5.1                     	92                        	0.0  	160                	-119.284105	47.611668    	489    	489         	351.259   	274.518	3.9  	6.0           	-0.1 	2.7      	125     	77     	1.212816
1409                    	968.6	5.1                     	92                        	0.0  	156                	-119.284106	47.611667    	489    	489         	351.254   	274.528	3.9  	6.0           	-0.1 	2.6      	125     	77     	1.212837
1410                    	968.6	5.1                     	92                        	0.0  	153                	-119.284106	47.611667    	489    	489         	351.249   	274.539	3.9  	6.0           	-0.1 	2.5      	125     	77     	1.212858
1411                    	968.7	5.1                     	92                        	0.0  	148                	-119.284107	47.611667    	488    	489         	351.228   	274.549	3.9  	6.0           	-0.1 	2.4      	125     	77     	1.212878
1412                    	968.7	5.1                     	92                        	0.0  	143                	-119.284107	47.611666    	488    	488         	351.223   	274.560	3.9  	6.0           	-0.1 	2.3      	125     	77     	1.212899
1413                    	968.7	5.1                     	92                        	0.0  	137                	-119.284108	47.611666    	488    	488         	351.218   	274.570	4.0  	6.0           	-0.1 	2.2      	125     	77     	1.212920
1414                    	968.7	5.1                     	92                        	0.0  	130                	-119.284108	47.611666    	488    	488         	351.197   	274.581	4.0  	6.0           	-0.1 	2.1      	125     	77     	1.212940
1415                    	968.7	5.1                     	92                        	0.0  	123                	-119.284108	47.611666    	488    	488         	351.192   	274.592	4.0  	6.0           	-0.1 	2.0      	125     	77     	1.212961
1416                    	968.7	5.1                     	92                        	0.0  	115                	-119.284109	47.611665    	488    	488         	351.186   	274.601	4.0  	6.0           	-0.1 	1.9      	125     	77     	1.212988
1417                    	968.7	5.1                     	92                        	0.0  	107                	-119.284109	47.611665    	488    	488         	351.178   	274.609	4.0  	6.0           	-0.1 	1.9      	125     	77     	1.213019
1418                    	968.8	5.1                     	92                        	0.0  	100                	-119.284110	47.611665    	488    	488         	351.153   	274.616	4.0  	6.0           	-0.1 	1.7      	125     	77     	1.213050
1419                    	968.8	5.1                     	92                        	0.0  	092                	-119.284110	47.611665    	487    	487         	351.145   	274.623	4.0  	6.0           	-0.1 	1.6      	125     	77     	1.213081
1420                    	968.8	5.1                     	92                        	0.0  	086                	-119.284111	47.611664    	487    	487         	351.137   	274.631	4.0  	6.0           	-0.1 	1.6      	125     	77     	1.213112
1421                    	968.8	5.1                     	93                        	0.0  	080                	-119.284111	47.611664    	487    	487         	351.113   	274.638	4.0  	6.0           	-0.1 	1.4      	125     	77     	1.213143
1422                    	968.8	5.1                     	93                        	0.0  	074                	-119.284112	47.611664    	487    	487         	351.104   	274.645	4.0  	6.0           	-0.1 	1.3      	125     	77     	1.213174
1423                    	968.8	5.1                     	93                        	0.0  	070                	-119.284112	47.611663    	487    	487         	351.094   	274.651	4.0  	6.0           	-0.1 	1.3      	125     	77     	1.213197
1424                    	968.8	5.1                     	93                        	0.0  	066                	-119.284113	47.611663    	487    	487         	351.069   	274.657	4.0  	6.0           	-0.1 	1.1      	125     	77     	1.213221
1425                    	968.9	5.1                     	93                        	0.1  	062                	-119.284113	47.611663    	487    	487         	351.059   	274.662	4.0  	6.0           	-0.1 	1.0      	125     	77     	1.213245
1426                    	968.9	5.1                     	93                        	0.1  	059                	-119.284114	47.611663    	487    	487         	351.064   	274.668	4.0  	6.0           	-0.1 	1.0      	125     	77     	1.213268
1427                    	968.9	5.1                     	93                        	0.1  	057                	-119.284114	47.611662    	487    	487         	351.054   	274.674	4.0  	6.0           	0.0  	1.0      	125     	77     	1.213292
1428                    	968.9	5.1                     	93                        	0.1  	054                	-119.284115	47.611662    	487    	487         	351.060   	274.679	4.0  	6.0           	0.0  	1.0      	125     	77     	1.213315
1429                    	968.9	5.1                     	93                        	0.1  	052                	-119.284115	47.611662    	487    	487         	351.063   	274.683	4.0  	6.0           	0.0  	1.0      	125     	77     	1.213329
1430                    	968.9	5.1                     	92                        	0.1  	050                	-119.284116	47.611662    	487    	487         	351.061   	274.680	4.0  	6.0           	0.0  	1.0      	125     	77     	1.213342
1431                    	968.9	5.1                     	92                        	0.1  	050                	-119.284116	47.611661    	487    	487         	351.059   	274.678	3.9  	6.0           	0.0  	1.0      	125     	77     	1.213356
1432                    	968.9	5.1                     	92                        	0.1  	049                	-119.284117	47.611661    	487    	487         	351.057   	274.676	3.9  	6.0           	0.0  	1.0      	125     	77     	1.213369
1433                    	968.9	5.1                     	92                        	0.0  	049                	-119.284117	47.611661    	487    	487         	351.055   	274.674	3.9  	6.0           	0.0  	1.0      	125     	77     	1.213382
1434                    	968.9	5.1                     	92                        	0.0  	048                	-119.284118	47.611660    	487    	487         	351.052   	274.672	3.9  	5.9           	0.0  	1.0      	125     	77     	1.213396
1435                    	968.9	5.1                     	92                        	0.0  	047                	-119.284118	47.611660    	487    	487         	351.050   	274.670	3.9  	5.9           	0.0  	1.0      	126     	77     	1.213409
1436                    	968.9	5.1                     	92                        	0.0  	046                	-119.284119	47.611660    	486    	487         	351.032   	274.668	3.8  	5.9           	0.0  	0.9      	126     	77     	1.213423
1437                    	968.9	5.1                     	92                        	0.0  	045                	-119.284119	47.611660    	486    	487         	351.030   	274.666	3.8  	5.9           	0.0  	0.9      	126     	77     	1.213436
1438                    	968.9	5.1                     	92                        	0.0  	044                	-119.284119	47.611660    	486    	487         	351.028   	274.663	3.8  	5.9           	0.0  	0.9      	126     	77     	1.213449
1439                    	968.9	5.1                     	91                        	0.0  	043                	-119.284118	47.611660    	486    	487         	351.026   	274.661	3.8  	5.9           	0.0  	0.9      	126     	77     	1.213463
1440                    	968.9	5.1                     	91                        	0.0  	042                	-119.284118	47.611660    	486    	487         	351.024   	274.659	3.8  	5.9           	0.0  	0.9      	125     	77     	1.213476
1441                    	968.9	5.1                     	91                        	0.0  	040                	-119.284118	47.611660    	486    	486         	351.022   	274.657	3.8  	5.9           	0.0  	0.9      	125     	77     	1.213490
1442                    	968.9	5.0                     	91                        	0.0  	038                	-119.284117	47.611661    	486    	486         	351.020   	274.655	3.7  	5.9           	0.0  	0.9      	125     	77     	1.213503
1443                    	968.9	5.1                     	91                        	0.0  	036                	-119.284117	47.611661    	486    	486         	351.006   	274.641	3.7  	5.9           	0.0  	0.9      	125     	77     	1.213452
1444                    	968.9	5.1                     	91                        	0.0  	033                	-119.284116	47.611661    	486    	486         	350.991   	274.626	3.8  	5.9           	0.0  	0.9      	125     	77     	1.213387
1445                    	968.9	5.1                     	91                        	0.0  	029                	-119.284116	47.611661    	486    	486         	350.976   	274.611	3.8  	6.0           	0.0  	0.9      	125     	77     	1.213322
1446                    	968.9	5.1                     	91                        	0.0  	025                	-119.284116	47.611661    	486    	486         	350.945   	274.596	3.8  	6.0           	0.0  	0.8      	125     	77     	1.213257
1447                    	968.9	5.1                     	91                        	0.0  	019                	-119.284115	47.611662    	486    	486         	350.930   	274.581	3.8  	6.0           	0.0  	0.8      	125     	77     	1.213192
1448                    	968.9	5.1                     	91                        	0.0  	012                	-119.284115	47.611662    	486    	486         	350.915   	274.566	3.8  	6.0           	0.0  	0.8      	125     	77     	1.213127
1449                    	968.9	5.2                     	91                        	0.0  	003                	-119.284114	47.611662    	486    	486         	350.900   	274.551	3.8  	6.0           	0.0  	0.8      	125     	77     	1.213062
1450                    	968.9	5.2                     	91                        	0.0  	351                	-119.284114	47.611662    	486    	486         	350.885   	274.536	3.8  	6.0           	0.0  	0.8      	125     	77     	1.212997
1451                    	968.9	5.2                     	91                        	0.0  	336                	-119.284114	47.611662    	486    	486         	350.870   	274.521	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212932
1452                    	968.9	5.2                     	91                        	0.0  	317                	-119.284113	47.611662    	486    	486         	350.855   	274.505	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212867
1453                    	968.9	5.2                     	91                        	0.0  	299                	-119.284113	47.611663    	486    	486         	350.838   	274.489	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212797
1454                    	968.9	5.2                     	91                        	0.0  	283                	-119.284113	47.611663    	486    	486         	350.822   	274.473	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212728
1455                    	968.9	5.2                     	91                        	0.0  	272                	-119.284112	47.611663    	486    	486         	350.791   	274.457	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212658
1456                    	968.9	5.3                     	91                        	0.0  	263                	-119.284112	47.611663    	486    	486         	350.782   	274.449	3.9  	6.1           	0.0  	0.8      	125     	77     	1.212623
1457                    	968.9	5.2                     	91                        	0.0  	257                	-119.284111	47.611663    	486    	486         	350.799   	274.450	3.9  	6.1           	0.1  	0.8      	125     	77     	1.212644
1458                    	968.9	5.2                     	91                        	0.0  	253                	-119.284111	47.611664    	486    	487         	350.816   	274.451	3.9  	6.1           	0.1  	0.9      	125     	77     	1.212664
1459                    	968.9	5.2                     	91                        	0.0  	249                	-119.284111	47.611664    	487    	487         	350.831   	274.450	3.9  	6.1           	0.1  	1.0      	125     	77     	1.212675
1460                    	968.9	5.2                     	91                        	0.0  	247                	-119.284110	47.611664    	487    	487         	350.846   	274.449	3.9  	6.1           	0.1  	1.0      	125     	77     	1.212686
1461                    	968.9	5.2                     	91                        	0.0  	245                	-119.284110	47.611664    	487    	487         	350.860   	274.448	3.8  	6.1           	0.1  	1.1      	125     	77     	1.212697
1462                    	968.9	5.2                     	91                        	0.0  	243                	-119.284109	47.611664    	487    	487         	350.860   	274.448	3.8  	6.1           	0.1  	1.1      	125     	77     	1.212708
1463                    	968.8	5.2                     	91                        	0.0  	242                	-119.284109	47.611664    	487    	487         	350.874   	274.447	3.8  	6.1           	0.1  	1.2      	125     	77     	1.212719
1464                    	968.8	5.2                     	90                        	0.0  	240                	-119.284109	47.611665    	487    	487         	350.889   	274.446	3.8  	6.1           	0.1  	1.3      	125     	77     	1.212730
1465                    	968.8	5.2                     	90                        	0.0  	239                	-119.284108	47.611665    	487    	487         	350.904   	274.445	3.8  	6.1           	0.1  	1.3      	125     	77     	1.212741
1466                    	968.8	5.2                     	90                        	0.0  	238                	-119.284108	47.611665    	487    	487         	350.919   	274.444	3.8  	6.1           	0.1  	1.4      	125     	77     	1.212752
1467                    	968.8	5.2                     	90                        	0.0  	238                	-119.284108	47.611665    	487    	487         	350.934   	274.443	3.7  	6.1           	0.1  	1.5      	125     	77     	1.212763
1468                    	968.8	5.2                     	90                        	0.0  	237                	-119.284107	47.611666    	487    	487         	350.933   	274.443	3.7  	6.1           	0.1  	1.5      	125     	77     	1.212774
1469                    	968.8	5.2                     	90                        	0.1  	236                	-119.284107	47.611666    	487    	487         	350.948   	274.442	3.7  	6.0           	0.1  	1.6      	125     	77     	1.212786
1470                    	968.8	5.2                     	90                        	0.1  	236                	-119.284106	47.611666    	487    	488         	350.963   	274.441	3.7  	6.0           	0.1  	1.6      	125     	77     	1.212797
1471                    	968.8	5.2                     	90                        	0.1  	234                	-119.284106	47.611666    	488    	488         	350.978   	274.440	3.7  	6.0           	0.1  	1.7      	125     	77     	1.212808
1472                    	968.8	5.2                     	90                        	0.1  	233                	-119.284106	47.611667    	488    	488         	350.993   	274.440	3.7  	6.0           	0.1  	1.8      	125     	77     	1.212819
1473                    	968.7	5.2                     	90                        	0.1  	232                	-119.284105	47.611667    	488    	488         	351.008   	274.439	3.6  	6.0           	0.1  	1.9      	125     	77     	1.212830
1474                    	968.7	5.2                     	90                        	0.1  	230                	-119.284105	47.611667    	488    	488         	351.007   	274.438	3.6  	6.0           	0.1  	1.9      	125     	77     	1.212841
1475                    	968.7	5.1                     	90                        	0.1  	229                	-119.284105	47.611667    	488    	488         	351.022   	274.437	3.6  	6.0           	0.1  	1.9      	125     	77     	1.212852
1476                    	968.7	5.1                     	90                        	0.1  	227                	-119.284104	47.611668    	488    	488         	351.037   	274.437	3.6  	6.0           	0.1  	2.0      	125     	77     	1.212863
1477                    	968.7	5.1                     	90                        	0.1  	226                	-119.284104	47.611668    	488    	488         	351.052   	274.436	3.6  	6.0           	0.1  	2.1      	125     	77     	1.212874
1478                    	968.7	5.1                     	90                        	0.1  	225                	-119.284104	47.611668    	488    	488         	351.067   	274.435	3.6  	6.0           	0.1  	2.2      	125     	77     	1.212885
1479                    	968.7	5.1                     	89                        	0.1  	223                	-119.284103	47.611668    	488    	488         	351.082   	274.434	3.5  	6.0           	0.1  	2.2      	124     	77     	1.212896
1480                    	968.7	5.1                     	89                        	0.1  	222                	-119.284103	47.611669    	488    	488         	351.081   	274.434	3.5  	6.0           	0.1  	2.2      	124     	77     	1.212907
1481                    	968.7	5.1                     	89                        	0.1  	220                	-119.284103	47.611669    	488    	488         	351.096   	274.433	3.5  	6.0           	0.1  	2.3      	124     	77     	1.212919
1482                    	968.7	5.1                     	89                        	0.1  	219                	-119.284102	47.611669    	488    	489         	351.111   	274.432	3.5  	6.0           	0.1  	2.4      	124     	77     	1.212930
1483                    	968.7	5.1                     	89                        	0.1  	217                	-119.284102	47.611669    	489    	489         	351.121   	274.426	3.5  	6.0           	0.1  	2.5      	124     	77     	1.212919
1484                    	968.6	5.1                     	89                        	0.0  	216                	-119.284102	47.611670    	489    	489         	351.126   	274.415	3.5  	6.0           	0.1  	2.5      	124     	77     	1.212885
1485                    	968.6	5.1                     	89                        	0.0  	214                	-119.284101	47.611670    	489    	489         	351.130   	274.404	3.5  	6.0           	0.1  	2.6      	124     	77     	1.212850
1486                    	968.6	5.1                     	89                        	0.0  	212                	-119.284101	47.611670    	489    	489         	351.135   	274.393	3.5  	6.0           	0.1  	2.7      	124     	77     	1.212816
1487                    	968.6	5.1                     	89                        	0.0  	211                	-119.284100	47.611670    	489    	489         	351.124   	274.382	3.5  	6.0           	0.1  	2.7      	124     	77     	1.212782
1488                    	968.6	5.1                     	89                        	0.0  	209                	-119.284100	47.611671    	489    	489         	351.113   	274.371	3.5  	6.0           	0.0  	2.7      	124     	77     	1.212748
1489                    	968.6	5.1                     	89                        	0.0  	208                	-119.284100	47.611671    	489    	489         	351.104   	274.363	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212723
1490                    	968.6	5.2                     	89                        	0.0  	206                	-119.284099	47.611671    	489    	489         	351.095   	274.354	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212699
1491                    	968.6	5.2                     	89                        	0.0  	208                	-119.284099	47.611671    	489    	489         	351.087   	274.345	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212674
1492                    	968.6	5.2                     	89                        	0.0  	209                	-119.284099	47.611672    	489    	489         	351.078   	274.336	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212650
1493                    	968.6	5.2                     	88                        	0.0  	211                	-119.284098	47.611672    	489    	489         	351.069   	274.328	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212626
1494                    	968.6	5.2                     	88                        	0.0  	212                	-119.284098	47.611672    	489    	489         	351.060   	274.319	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212601
1495                    	968.6	5.2                     	88                        	0.0  	214                	-119.284098	47.611672    	489    	489         	351.052   	274.310	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212577
1496                    	968.6	5.2                     	88                        	0.0  	216                	-119.284097	47.611673    	489    	489         	351.042   	274.300	3.4  	6.0           	0.0  	2.7      	124     	77     	1.212549
1497                    	968.6	5.2                     	88                        	0.0  	218                	-119.284097	47.611673    	489    	489         	351.020   	274.279	3.4  	6.1           	0.0  	2.7      	124     	77     	1.212468
1498                    	968.6	5.2                     	88                        	0.0  	221                	-119.284097	47.611673    	489    	489         	350.999   	274.257	3.4  	6.1           	0.0  	2.7      	124     	77     	1.212388
1499                    	968.6	5.2                     	88                        	0.0  	224                	-119.284097	47.611672    	489    	489         	350.978   	274.236	3.4  	6.1           	0.0  	2.7      	124     	77     	1.212307
1500                    	968.6	5.3                     	88                        	0.0  	227                	-119.284097	47.611672    	489    	489         	350.956   	274.215	3.4  	6.1           	0.0  	2.7      	124     	77     	1.212227
1501                    	968.6	5.3                     	88                        	0.0  	231                	-119.284097	47.611672    	489    	489         	350.935   	274.193	3.5  	6.1           	0.0  	2.7      	124     	77     	1.212146
